"","gainer","loser","year","pop","month","gaintype","procedur","entity","contgain","area","portion","losetype","contlose","entry","exit","number","indep","conflict","version","agreement","nonviolentagreement","year2","arbadj2","cap_1","cap_2","majpow1","majpow2","contig","colcont","colony1","colony2","cwongo","cwongonm","cwinit","cwinitnm","cwdynm","cwhost1","cwhost2","cwkeynum","cwrevis1","cwrevis2","cwrevt11","cwrevt21","cwrevt12","cwrevt22","cwfatal1","cwfatex1","cwfatal2","cwfatex2","cwhiact1","cwhiact2","cwoutcm","cwsettle","ter","claim","dyadnum","name","begclaim","resolved","endviol","homec","homet","offshore","contc","contt","entirecl","resource","stratloc","idenc","ident","histc","histt","dyad","panel","window5","window10","window20","outstanding.claim5","outstanding.claim10","outstanding.claim20"
"117027",365,369,1920,NA,12,1,1,369,1,444595,1,1,NA,0,0,516,0,1,4.01,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365369,1984,1,1,1,0,0,0
"117064",365,371,1920,1214391,11,1,1,371,0,31057,1,1,NA,0,0,513,0,1,4.01,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365371,1986,0,0,0,0,0,0
"117083",365,372,1920,2372403,2,1,1,372,1,66976,1,1,NA,0,0,515,0,1,4.01,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365372,1987,1,1,1,0,0,0
"117102",365,373,1920,2096973,4,1,1,373,1,84984,1,1,NA,0,0,514,0,1,4.01,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365373,1988,1,1,1,0,0,0
"117151",365,375,1947,450000,2,1,3,375,1,44104,0,1,1,0,0,619,0,1,4.01,1,0,47,0,0.00175,0.145217,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365375,1989,0,1,1,0,0,0
"120325",365,630,1828,NA,2,1,3,630,1,29800,0,1,1,0,0,60,0,1,4.01,1,0,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365630,2047,0,0,0,0,0,0
"120493",365,640,1829,NA,9,1,3,640,1,8580,0,1,1,0,0,62,0,1,4.01,1,0,29,0,0.056179,0.16536,0,1,1,6,0,0,1,189,0,0,0,5,5,189,0,1,0,NA,2,NA,6,NA,6,NA,20,20,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365640,2048,0,0,1,0,0,0
"120542",365,640,1878,236600,3,1,3,640,1,25769,0,1,1,0,0,246,0,1,4.01,1,0,78,0,0.026685,0.130701,0,1,1,6,0,0,1,187,0,0,0,5,5,187,0,1,0,NA,2,NA,6,NA,6,NA,20,20,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365640,2048,1,1,1,0,0,0
"120585",365,640,1921,186000,3,1,3,640,1,6975,0,1,1,0,0,532,0,0,4.01,1,1,21,0,0.006232,0.148514,0,0,1,6,0,0,0,0,0,0,0,3,3,612,0,1,0,NA,1,NA,0,0,0,0,7,7,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365640,2048,0,0,1,0,0,0
"121488",365,700,1895,NA,3,1,3,711,1,26000,0,1,1,0,0,353,0,0,4.01,1,1,95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365700,2064,1,1,1,0,0,0
"121578",365,701,1876,NA,1,1,1,701,1,728000,1,1,NA,0,0,228,0,1,4.01,0,0,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365701,2065,0,0,0,0,0,0
"121597",365,702,1868,2000000,6,1,1,702,1,156000,1,1,NA,0,0,197,0,1,4.01,0,0,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365702,2066,0,0,0,0,0,0
"121616",365,703,1873,110000,NA,1,1,703,1,92463,1,1,NA,0,0,216,0,1,4.01,0,0,73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365703,2067,0,0,0,0,0,0
"121671",365,710,1858,40000,6,1,3,710,1,282473,0,1,1,0,0,131,0,0,4.01,1,1,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365710,2070,1,1,1,0,0,0
"121672",365,710,1860,NA,11,1,3,710,1,234000,0,1,1,0,0,149,0,0,4.01,1,1,60,0,0.174288,0.088907,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365710,2070,1,1,1,0,0,0
"121683",365,710,1871,NA,NA,1,2,710,1,42900,0,1,1,0,0,210,0,0,4.01,0,0,71,0,0.153718,0.080304,0,1,1,6,0,0,1,3642,0,0,0,4,4,3642,0,1,0,NA,1,NA,0,0,0,0,17,14,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365710,2070,1,1,1,0,0,0
"121710",365,710,1898,250000,3,1,3,710,0,3170,0,1,1,0,0,376,0,0,4.01,1,1,98,0,0.123467,0.102787,0,1,1,6,0,0,0,0,0,0,0,1,2,378,0,1,0,NA,1,NA,0,0,0,0,0,1,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365710,2070,1,1,1,0,0,0
"121712",365,710,1900,5530000,8,1,1,711,1,939280,1,1,1,0,0,392,0,0,4.01,0,0,0,0,0.119977,0.109239,0,1,1,6,0,0,0,0,0,0,0,5,5,3250,0,1,0,NA,2,NA,6,NA,4,NA,20,20,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365710,2070,1,1,1,0,0,0
"122124",365,740,1875,2358,12,1,3,740,1,32348,0,1,1,0,0,224,0,0,4.01,1,1,75,0,0.022255,0.09965,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365740,2076,0,0,1,0,0,0
"122194",365,740,1945,339357,9,1,3,740,1,41063,0,1,1,0,0,600,0,1,4.01,1,0,45,0,0.052876,0.118207,1,1,3,6,0,0,1,258,0,0,0,5,5,258,1,0,1,NA,0,NA,6,NA,4,NA,20,20,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365740,2076,1,1,1,0,0,0
"123905",366,365,1999,0,3,1,3,365,1,30,0,1,1,0,0,876,0,0,4.01,1,1,99,0,0.049467,0.000217,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366365,2116,0,0,0,0,0,0
"124634",368,365,1939,457500,10,1,3,290,1,6656,0,1,1,0,0,582,0,0,4.01,1,1,39,0,0.138136,0.000983,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368365,2140,1,1,1,0,0,0
"124875",369,359,1998,0,8,1,3,359,1,1,0,1,1,0,0,873,0,0,4.01,1,1,98,0,0.000483,0.0146,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369359,2153,0,0,0,0,0,0
"126080",375,380,1921,27123,6,1,3,380,1,1422,0,1,1,0,0,533,0,0,4.01,1,1,21,0,0.004262,0.001577,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375380,2209,0,0,0,0,0,0
"127793",385,200,1928,0,1,0,3,9993,0,48,1,0,0,0,0,556,0,0,4.01,1,1,28,0,0.083026,0.001506,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385200,2226,0,0,1,0,0,0
"129044",390,255,1920,160000,2,1,3,255,1,3800,0,1,1,0,0,517,0,0,4.01,1,1,20,0,0.072021,0.002269,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390255,2239,0,0,1,0,0,0
"131714",432,439,1986,65000,12,1,3,439,1,1553,0,1,1,0,0,833,0,1,4.01,1,0,86,1,0.000463,0.000416,0,0,1,6,0,0,1,2583,0,0,0,4,4,3629,1,1,1,NA,1,NA,NA,NA,NA,NA,17,17,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432439,2304,0,0,0,0,0,0
"132463",434,235,1961,12,8,1,1,434,1,2,0,0,0,0,0,709,0,0,4.01,0,0,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434235,2323,0,0,0,0,0,0
"132917",435,230,1976,NA,4,1,3,609,1,88667,0,0,0,0,0,804,0,0,4.01,1,1,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435230,2335,0,0,0,0,0,0
"135448",450,200,1911,NA,NA,1,3,451,1,800,0,0,0,0,0,436,0,0,4.01,1,1,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450200,2397,0,0,0,0,0,0
"136418",452,200,1957,429000,3,1,5,462,1,33776,1,0,0,0,0,679,0,0,4.01,0,0,57,0,0.047319,0.00061,1,0,6,5,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452200,2417,0,0,0,0,0,0
"137251",471,200,1961,840000,2,1,5,472,1,42945,0,0,0,0,0,711,0,0,4.01,0,0,61,0,0.040091,0.000394,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471200,2437,0,0,0,0,0,0
"137493",471,475,2003,NA,12,1,3,475,1,NA,0,1,1,0,0,883,0,0,4.01,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471475,2442,0,0,0,0,0,0
"137495",471,475,2008,300000,8,1,3,475,1,665,0,1,1,0,0,886,0,1,4.01,1,0,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471475,2442,0,0,0,0,0,0
"137785",475,200,1961,NA,2,1,5,472,1,45325,0,0,0,0,0,712,0,0,4.01,0,0,61,0,0.040091,0.00412,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475200,2450,0,0,0,0,0,0
"138078",475,471,2003,NA,12,1,3,471,1,NA,0,1,1,0,0,882,0,0,4.01,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475471,2456,0,0,0,0,0,0
"141853",510,511,1964,11400000,4,1,5,511,1,942003,1,1,1,0,0,736,0,0,4.01,0,0,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510511,2551,0,0,0,0,0,0
"142996",520,200,1960,650000,7,1,5,521,1,176120,1,0,0,0,0,707,0,0,4.01,0,0,60,0,0.042334,0.000253,1,0,6,4,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520200,2586,0,0,0,0,0,0
"143595",530,1,1952,1000000,9,1,5,531,1,124000,1,NA,NA,0,0,653,0,0,4.01,0,0,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5301,2605,0,0,0,0,0,0
"144302",530,651,1884,NA,NA,1,3,530,1,468000,0,0,0,0,0,275,0,0,4.01,1,1,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530651,2618,0,0,0,0,0,0
"146792",560,255,1919,206000,5,0,6,565,1,822907,1,0,0,0,0,494,0,0,4.01,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560255,2697,0,0,1,0,0,0
"147233",563,200,1893,55000,11,1,3,572,1,17363,1,0,0,0,0,344,0,0,4.01,1,1,93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563200,2708,0,0,0,0,0,0
"147358",565,560,1994,30000,3,1,3,5651,1,1124,1,0,0,0,0,865,0,0,4.01,1,1,94,0,0.007664,0.00013,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565560,2716,0,0,0,0,0,0
"148482",580,220,1825,NA,NA,1,1,580,1,1,0,0,0,0,0,52,0,0,4.01,0,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580220,2750,0,0,0,0,0,0
"149146",591,200,1976,NA,6,0,3,5920,1,27,0,0,0,0,0,806,0,0,4.01,1,1,76,0,0.026964,3e-06,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591200,2770,0,0,0,0,0,0
"149314",600,1,1956,183000,10,1,3,601,1,349,1,NA,NA,0,0,672,0,0,4.01,1,1,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6001,2776,0,0,0,0,0,0
"149565",600,220,1910,NA,3,1,3,600,1,100,0,0,0,0,0,432,0,0,4.01,1,1,10,0,0.070468,0.001222,1,0,6,1,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600220,2779,1,1,1,0,0,0
"149625",600,230,1956,1045000,4,1,3,602,1,19656,0,0,1,0,0,671,0,0,4.01,1,1,56,0,0.010714,0.001564,0,0,1,1,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600230,2780,1,1,1,0,0,0
"149627",600,230,1958,9000,4,1,3,602,1,13219,1,0,0,0,0,682,0,0,4.01,1,1,58,0,0.010771,0.001688,0,0,1,1,609,0,1,1117,0,0,0,4,4,1117,0,1,0,NA,1,NA,0,0,0,0,17,17,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600230,2780,1,1,1,0,0,0
"149638",600,230,1969,51517,6,1,3,605,1,1505,1,0,0,0,0,760,0,0,4.01,1,1,69,0,0.010079,0.002117,0,0,1,1,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600230,2780,1,1,1,0,0,0
"149645",600,230,1976,NA,4,1,3,609,1,177667,0,0,0,0,0,807,0,0,4.01,1,1,76,0,0.011731,0.002686,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600230,2780,1,1,1,0,0,0
"149998",600,435,1980,100000,NA,1,3,435,1,88667,0,1,1,0,0,820,0,0,4.01,1,1,80,0,0.000149,0.00311,0,0,1,6,0,0,0,0,0,0,0,1,4,3119,0,1,0,NA,2,NA,0,0,0,0,0,16,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600435,2785,1,1,1,0,0,0
"151717",620,483,1973,78000,6,1,1,483,1,78000,0,1,1,0,0,784,0,0,4.01,0,0,73,0,0.000287,0.000978,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620483,2820,1,1,1,0,0,0
"153734",630,696,1971,100,11,1,2,696,1,1,0,1,1,0,0,767,0,0,4.01,0,0,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630696,2854,0,0,0,0,0,0
"154441",640,220,1939,273350,6,1,3,652,1,5312,0,0,0,0,0,583,0,0,4.01,1,1,39,0,0.039596,0.005359,1,0,6,1,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640220,2862,0,0,0,0,0,0
"154872",640,348,1880,200,11,1,3,348,1,1,0,1,1,0,0,253,0,0,4.01,1,1,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640348,2867,0,0,0,0,0,0
"154942",640,350,1897,200,5,1,3,350,1,1,0,1,1,0,0,364,0,1,4.01,1,0,97,0,0.002106,0.024258,0,0,1,6,0,0,1,1569,0,0,0,5,5,1569,1,0,1,NA,0,NA,5,NA,6,NA,20,20,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640350,2868,0,0,1,0,0,0
"155042",640,352,1974,250000,8,1,1,352,1,3640,0,1,1,0,0,789,0,1,4.01,0,0,74,0,0.000146,0.008628,0,0,1,6,0,0,0,0,0,0,0,5,5,1293,0,1,0,NA,2,NA,5,NA,6,NA,20,20,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640352,2869,0,0,1,0,0,0
"155237",640,365,1856,NA,3,1,3,365,1,12264,0,1,1,0,0,125,0,1,4.01,1,0,56,0,0.164031,0.031291,1,0,1,6,0,0,1,57,0,0,0,5,5,57,1,0,2,NA,0,NA,6,NA,6,NA,20,20,2,1,NA,858,1,"Kars",1855,3,1,1,1,0,1,1,0,0,1,1,1,0,1,640365,2872,0,0,1,1,1,1
"155780",640,672,1871,NA,NA,1,1,672,1,104338,1,1,NA,0,0,211,0,1,4.01,0,0,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640672,2881,0,0,0,0,0,0
"155781",640,673,1875,NA,NA,1,1,673,1,107120,1,1,NA,0,0,225,0,1,4.01,0,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640673,2882,0,0,0,0,0,0
"155782",640,678,1872,2000000,NA,1,1,678,1,195000,1,1,NA,0,0,214,0,1,4.01,0,0,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640678,2883,0,0,0,0,0,0
"155783",640,694,1872,22500,NA,1,2,694,0,11000,1,1,NA,0,0,213,0,0,4.01,0,0,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640694,2884,0,0,0,0,0,0
"156561",645,670,1975,NA,7,1,3,670,1,3500,0,1,1,0,0,798,0,0,4.01,1,1,75,0,0.004563,0.003702,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645670,2898,0,0,1,0,0,0
"156841",651,200,1956,NA,6,1,3,651,1,1,0,0,0,0,0,675,0,0,4.01,1,1,56,0,0.049224,0.005211,1,0,6,5,352,0,0,0,0,0,0,5,5,200,0,1,0,NA,2,NA,NA,NA,6,NA,20,20,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651200,2903,1,1,1,0,0,0
