"","loser","year","month","gaintype","procedur","entity","contgain","area","pop","portion","losetype","contlose","entry","exit","number","indep","conflict","version","agreement","v21","nonviolentagreement","year2","arbadj2","cap_1","cap_2","majpow1","majpow2","contig","colcont","colony1","colony2","cwongo","cwongonm","cwinit","cwinitnm","cwdynm","cwhost1","cwhost2","cwkeynum","cwrevis1","cwrevis2","cwrevt11","cwrevt21","cwrevt12","cwrevt22","cwfatal1","cwfatex1","cwfatal2","cwfatex2","cwhiact1","cwhiact2","cwoutcm","cwsettle","polity21","polity22","ter","panel","lead1","lagtc1","window5","window10","window20","dyad","rivnumb","rivalry","rivala","rivalb","beginr","endr","totdisp","rivtyp2","rivtypold","rivals"
"686",630,1828,2,1,3,630,1,29800,NA,0,1,1,0,0,60,0,1,4.01,1,NA,0,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2030,0,NA,0,0,0,"365630",996,365630,365,630,"1908","1987",18,"RIVALRY","ENDURING",0
"687",640,1921,3,1,3,640,1,6975,186000,0,1,1,0,0,532,0,0,4.01,1,NA,1,21,0,0.006232,0.148514,0,0,1,6,0,0,0,0,0,0,0,3,3,612,0,1,0,NA,1,NA,0,0,0,0,7,7,6,1,NA,NA,1,2031,0,NA,0,0,0,"365640",997,365640,365,640,"1817","1829",6,"RIVALRY","PROTO",1
"692",640,1829,9,1,3,640,1,8580,NA,0,1,1,0,0,62,0,1,4.01,1,NA,0,29,0,0.056179,0.16536,0,1,1,6,0,0,1,189,0,0,0,5,5,189,0,1,0,NA,2,NA,6,NA,6,NA,20,20,1,1,NA,NA,NA,2031,0,NA,0,0,0,"365640",997,365640,365,640,"1817","1829",6,"RIVALRY","PROTO",1
"697",640,1878,3,1,3,640,1,25769,236600,0,1,1,0,0,246,0,1,4.01,1,NA,0,78,0,0.026685,0.130701,0,1,1,6,0,0,1,187,0,0,0,5,5,187,0,1,0,NA,2,NA,6,NA,6,NA,20,20,1,1,NA,NA,NA,2031,0,NA,0,0,0,"365640",997,365640,365,640,"1817","1829",6,"RIVALRY","PROTO",0
"702",365,1856,3,1,3,365,1,18557,NA,0,1,1,0,0,126,0,1,4.01,1,NA,0,56,0,0.164031,0.031291,1,0,1,6,0,0,1,57,0,0,0,5,5,57,1,0,2,NA,0,NA,6,NA,6,NA,20,20,2,1,NA,NA,NA,2850,0,NA,0,0,0,"640365",997,365640,365,640,"1817","1829",6,"RIVALRY","PROTO",1
"707",700,1895,3,1,3,711,1,26000,NA,0,1,1,0,0,353,0,0,4.01,1,NA,1,95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2047,0,NA,0,1,1,"365700",1008,365700,365,700,"1939","1940",1,"ISOLATED","ISOLATED",1
"710",701,1876,1,1,1,701,1,728000,NA,1,1,NA,0,0,228,0,1,4.01,0,NA,0,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2048,0,NA,0,0,0,"365701",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"711",702,1868,6,1,1,702,1,156000,2000000,1,1,NA,0,0,197,0,1,4.01,0,NA,0,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2049,0,NA,0,0,0,"365702",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"712",703,1873,NA,1,1,703,1,92463,110000,1,1,NA,0,0,216,0,1,4.01,0,NA,0,73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050,0,NA,0,0,0,"365703",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"713",365,1996,4,1,3,365,1,18,0,0,1,1,0,0,868,0,0,4.01,1,NA,1,96,0,0.056931,0.139115,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,0,3176,0,NA,0,0,0,"710365",1010,365710,365,710,"1862","1994",54,"RIVALRY","ENDURING",0
"714",710,1860,11,1,3,710,1,234000,NA,0,1,1,0,0,149,0,0,4.01,1,NA,1,60,0,0.174288,0.088907,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2053,0,710,1,1,1,"365710",1010,365710,365,710,"1862","1994",54,"RIVALRY","ENDURING",1
"715",365,1881,2,1,3,365,1,42900,NA,0,1,1,0,0,260,0,0,4.01,1,NA,1,81,0,0.101409,0.159898,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,3176,0,NA,0,1,1,"710365",1010,365710,365,710,"1862","1994",54,"RIVALRY","ENDURING",1
"716",365,1905,8,1,3,711,1,939280,5530000,1,1,1,0,0,413,0,1,4.01,1,NA,0,5,0,0.163142,0.110161,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,3176,0,NA,1,1,1,"710365",1010,365710,365,710,"1862","1994",54,"RIVALRY","ENDURING",0
"717",710,1871,NA,1,2,710,1,42900,NA,0,1,1,0,0,210,0,0,4.01,0,NA,0,71,0,0.153718,0.080304,0,1,1,6,0,0,1,3642,0,0,0,4,4,3642,0,1,0,NA,1,NA,0,0,0,0,17,14,1,2,NA,NA,1,2053,1,NA,1,1,1,"365710",1010,365710,365,710,"1862","1994",54,"RIVALRY","ENDURING",0
"718",710,1858,6,1,3,710,1,282473,40000,0,1,1,0,0,131,0,0,4.01,1,NA,1,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2053,0,NA,1,1,1,"365710",1010,365710,365,710,"1862","1994",54,"RIVALRY","ENDURING",0
"719",365,2008,10,1,3,365,1,174,0,0,1,1,0,0,887,0,0,4.01,1,NA,1,8,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3176,NA,NA,0,0,0,"710365",1010,365710,365,710,"1862","1994",54,"RIVALRY","ENDURING",0
"720",710,1900,8,1,1,711,1,939280,5530000,1,1,1,0,0,392,0,0,4.01,0,NA,0,0,0,0.119977,0.109239,0,1,1,6,0,0,0,0,0,0,0,5,5,3250,0,1,0,NA,2,NA,6,NA,4,NA,20,20,3,1,NA,NA,NA,2053,NA,NA,0,1,1,"365710",1010,365710,365,710,"1862","1994",54,"RIVALRY","ENDURING",0
"721",710,1898,3,1,3,710,0,3170,250000,0,1,1,0,0,376,0,0,4.01,1,NA,1,98,0,0.123467,0.102787,0,1,1,6,0,0,0,0,0,0,0,1,2,378,0,1,0,NA,1,NA,0,0,0,0,0,1,5,3,NA,NA,1,2053,0,NA,0,0,1,"365710",1010,365710,365,710,"1862","1994",54,"RIVALRY","ENDURING",0
"722",740,1945,9,1,3,740,1,41063,339357,0,1,1,0,0,600,0,1,4.01,1,NA,0,45,0,0.052876,0.118207,1,1,3,6,0,0,1,258,0,0,0,5,5,258,1,0,1,NA,0,NA,6,NA,4,NA,20,20,1,2,NA,NA,1,2059,0,NA,0,0,0,"365740",11014,365740,365,740,"1861","2001",53,"RIVALRY","ENDURING",0
"723",365,1956,10,1,3,365,1,500,NA,0,1,1,0,0,676,0,0,4.01,1,NA,1,56,0,0.170197,0.031482,1,0,2,6,0,0,1,2847,0,0,0,4,1,2847,1,0,2,NA,0,NA,0,0,0,0,15,0,5,3,NA,10,NA,3416,NA,NA,0,0,0,"740365",11014,365740,365,740,"1861","2001",53,"RIVALRY","ENDURING",1
"724",365,1905,9,1,3,7351,1,32348,9824,0,1,1,0,0,415,0,1,4.01,1,NA,0,5,0,0.163142,0.048524,1,1,3,1,0,730,1,180,0,0,0,5,5,180,1,0,1,NA,0,NA,6,NA,6,NA,20,20,2,1,NA,1,1,3416,0,NA,0,0,0,"740365",11014,365740,365,740,"1861","2001",53,"RIVALRY","ENDURING",0
"725",365,1875,12,1,3,365,1,4973,72,0,1,1,0,0,226,0,0,4.01,1,NA,1,75,0,0.09965,0.022255,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,3416,0,NA,0,0,0,"740365",11014,365740,365,740,"1861","2001",53,"RIVALRY","ENDURING",1
"726",740,1875,12,1,3,740,1,32348,2358,0,1,1,0,0,224,0,0,4.01,1,NA,1,75,0,0.022255,0.09965,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,2059,0,NA,0,0,0,"365740",11014,365740,365,740,"1861","2001",53,"RIVALRY","ENDURING",1
"727",380,1921,6,1,3,380,1,1422,27123,0,1,1,0,0,533,0,0,4.01,1,NA,1,21,0,0.004262,0.001577,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,2192,0,NA,0,0,0,"375380",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"728",42,1861,12,0,2,42,0,48734,200000,1,1,NA,0,0,155,0,0,4.01,0,NA,0,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073,NA,NA,0,0,0,"23042",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"729",439,1986,12,1,3,439,1,1553,65000,0,1,1,0,0,833,0,1,4.01,1,NA,0,86,1,0.000463,0.000416,0,0,1,6,0,0,1,2583,0,0,0,4,4,3629,1,1,1,NA,1,NA,NA,NA,NA,NA,17,17,5,3,NA,NA,1,2285,0,NA,0,0,0,"432439",1052,432439,432,439,"1974","1986",3,"RIVALRY","PROTO",1
"730",435,1980,NA,1,3,435,1,88667,100000,0,1,1,0,0,820,0,0,4.01,1,NA,1,80,0,0.000149,0.00311,0,0,1,6,0,0,0,0,0,0,0,1,4,3119,0,1,0,NA,2,NA,0,0,0,0,0,16,5,4,NA,NA,NA,2763,NA,NA,0,0,0,"600435",1058,435600,435,600,"1980","1987",3,"RIVALRY","PROTO",0
"731",475,2008,8,1,3,475,1,665,300000,0,1,1,0,0,886,0,1,4.01,1,NA,0,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2423,NA,475,0,0,0,"471475",1081,471475,471,475,"1981","1998",11,"RIVALRY","PROTO",0
"732",475,2003,12,1,3,475,1,NA,NA,0,1,1,0,0,883,0,0,4.01,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2423,NA,NA,0,0,0,"471475",1081,471475,471,475,"1981","1998",11,"RIVALRY","PROTO",0
"733",471,2003,12,1,3,471,1,NA,NA,0,1,1,0,0,882,0,0,4.01,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2437,NA,NA,0,0,0,"475471",1081,471475,471,475,"1981","1998",11,"RIVALRY","PROTO",0
"734",483,1973,6,1,1,483,1,78000,78000,0,1,1,0,0,784,0,0,4.01,0,NA,0,73,0,0.000287,0.000978,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2798,0,NA,1,1,1,"620483",1093,483620,483,620,"1976","1994",7,"RIVALRY","PROTO",0
"735",511,1964,4,1,5,511,1,942003,11400000,1,1,1,0,0,736,0,0,4.01,0,NA,0,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2532,NA,NA,0,0,0,"510511",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"736",530,1879,12,1,1,530,1,468000,325000,0,1,1,0,0,248,0,1,4.01,0,NA,0,79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2887,NA,NA,0,0,0,"651530",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"737",651,1884,NA,1,3,530,1,468000,NA,0,0,0,0,0,275,0,0,4.01,1,NA,1,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2599,NA,NA,0,0,0,"530651",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"738",560,1994,3,1,3,5651,1,1124,30000,1,0,0,0,0,865,0,0,4.01,1,NA,1,94,0,0.007664,0.00013,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,2694,0,NA,0,0,0,"565560",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"739",625,2000,1,1,1,625,1,20580,5000,0,1,1,0,0,880,0,0,4.01,0,NA,0,0,0,0.00237,0.009175,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2889,0,NA,0,0,0,"651625",1184,625651,625,651,"1958","1958",1,"ISOLATED","ISOLATED",1
"741",696,1971,11,1,2,696,1,1,100,0,1,1,0,0,767,0,0,4.01,0,NA,0,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2832,NA,NA,0,0,0,"630696",11196,630696,630,696,"1984","1988",4,"ISOLATED","ISOLATED",1
"743",640,1913,NA,1,1,673,1,107120,NA,1,1,1,0,0,451,0,0,4.01,0,NA,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2949,NA,NA,0,0,0,"670640",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"744",672,1871,NA,1,1,672,1,104338,NA,1,1,NA,0,0,211,0,1,4.01,0,NA,0,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2859,NA,NA,0,0,0,"640672",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"745",673,1875,NA,1,1,673,1,107120,NA,1,1,NA,0,0,225,0,1,4.01,0,NA,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2860,NA,NA,0,0,0,"640673",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"746",678,1872,NA,1,1,678,1,195000,2000000,1,1,NA,0,0,214,0,1,4.01,0,NA,0,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2861,NA,NA,0,0,0,"640678",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"747",694,1872,NA,1,2,694,0,11000,22500,1,1,NA,0,0,213,0,0,4.01,0,NA,0,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2862,NA,NA,0,0,0,"640694",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"748",645,1975,7,1,3,645,1,3500,2000,0,1,1,0,0,800,0,0,4.01,1,NA,1,75,0,0.003702,0.004563,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2950,0,NA,0,0,1,"670645",11229,645670,645,670,"1961","2001",7,"RIVALRY","ENDURING",0
"749",670,1975,7,1,3,670,1,3500,NA,0,1,1,0,0,798,0,0,4.01,1,NA,1,75,0,0.004563,0.003702,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2876,0,NA,0,0,1,"645670",11229,645670,645,670,"1961","2001",7,"RIVALRY","ENDURING",0
"750",645,1993,5,1,3,645,1,NA,0,0,1,1,0,0,864,0,0,4.01,1,NA,1,93,0,0.006072,0.00123,0,0,1,6,0,0,1,3568,0,0,0,4,4,3568,1,1,1,4,1,2,0,0,1,NA,17,17,5,3,NA,NA,1,2994,1,NA,1,1,1,"690645",1230,645690,645,690,"1961","2001",25,"RIVALRY","ENDURING",0
"751",652,1958,2,1,5,652,0,1187338,29300000,1,1,0,0,0,683,0,0,4.01,0,NA,0,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2892,NA,NA,0,0,0,"651652",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"752",666,1975,11,1,3,651,1,20000,2000,0,1,1,0,0,799,0,0,4.01,1,NA,1,75,1,0.003157,0.008705,0,0,1,6,0,0,1,3380,0,0,0,4,4,3380,0,1,0,NA,1,NA,1,NA,NA,NA,17,17,5,1,9,NA,1,2895,NA,651,1,1,1,"651666",1246,651666,651,666,"1948","1989",36,"RIVALRY","ENDURING",0
"753",666,1979,5,1,3,651,1,20000,2000,0,1,1,0,0,817,0,0,4.01,1,NA,1,79,1,0.003092,0.007611,0,0,1,6,0,0,0,0,1,3383,338301,3,1,3383,0,1,0,NA,1,NA,0,0,0,0,7,0,6,1,9,NA,1,2895,0,NA,0,0,0,"651666",1246,651666,651,666,"1948","1989",36,"RIVALRY","ENDURING",0
"754",666,1989,3,1,3,666,1,1,0,0,1,1,0,0,834,0,0,4.01,1,NA,1,89,1,0.003031,0.008448,0,0,1,6,0,0,0,0,0,0,0,1,4,3915,0,1,0,NA,2,NA,0,0,0,0,0,16,5,3,9,NA,NA,2895,0,NA,0,0,0,"651666",1246,651666,651,666,"1948","1989",36,"RIVALRY","ENDURING",1
"755",666,1974,1,1,3,651,1,1000,1000,0,1,1,0,0,790,0,0,4.01,1,NA,1,74,1,0.003228,0.008952,0,0,1,6,0,0,1,3380,0,0,0,4,2,1061,1,0,2,NA,0,NA,NA,NA,0,0,16,1,5,3,9,NA,NA,2895,1,NA,1,1,1,"651666",1246,651666,651,666,"1948","1989",36,"RIVALRY","ENDURING",0
"756",666,1949,2,1,1,666,1,258,405000,0,1,1,0,0,639,0,1,4.01,0,NA,0,49,1,0.001288,0.005636,0,0,1,6,0,0,0,0,0,0,0,4,4,3386,0,1,0,NA,1,NA,NA,NA,NA,NA,17,17,5,1,10,1,1,2895,1,NA,1,1,1,"651666",1246,651666,651,666,"1948","1989",36,"RIVALRY","ENDURING",0
"757",651,1967,6,1,1,651,1,53242,418800,0,1,1,0,0,748,0,1,4.01,0,NA,0,67,0,0.006484,0.001557,0,0,1,6,0,0,0,0,0,0,0,5,5,1480,1,0,1,NA,0,NA,6,NA,6,NA,20,20,5,1,NA,9,1,2937,1,NA,1,1,1,"666651",1246,651666,651,666,"1948","1989",36,"RIVALRY","ENDURING",0
"758",666,1976,6,1,3,652,1,780,NA,0,1,1,0,0,808,0,0,4.01,1,NA,1,76,0,0.003184,0.002786,0,0,1,6,0,0,1,3439,0,0,0,4,4,3439,0,1,0,NA,1,NA,0,0,0,0,16,16,5,3,9,NA,1,2907,1,NA,1,1,1,"652666",1252,652666,652,666,"1948","2001",51,"RIVALRY","ENDURING",1
"759",652,1973,10,1,1,652,1,780,15000,0,1,1,0,0,785,0,1,4.01,0,NA,0,73,0,0.001809,0.003271,0,0,1,6,0,0,1,1046,1,3437,343701,5,5,1046,1,0,1,NA,0,NA,6,NA,6,NA,20,20,5,1,NA,9,1,2938,1,NA,1,1,1,"666652",1252,652666,652,666,"1948","2001",51,"RIVALRY","ENDURING",0
"760",652,1967,6,1,1,652,1,1710,60000,0,1,1,0,0,749,0,1,4.01,0,NA,0,67,0,0.0014,0.001557,0,0,1,6,0,0,1,1035,1,3446,344601,5,5,1035,1,0,1,NA,0,NA,6,NA,6,NA,20,20,2,2,NA,9,1,2938,1,NA,1,1,1,"666652",1252,652666,652,666,"1948","2001",51,"RIVALRY","ENDURING",0
"761",663,1967,6,1,1,663,1,5878,674500,0,1,1,0,0,750,0,1,4.01,0,NA,0,67,0,0.000736,0.001557,0,0,1,6,0,0,0,0,0,0,0,5,5,1035,1,0,1,NA,0,NA,6,NA,6,NA,20,20,2,2,NA,9,1,2940,1,NA,1,1,1,"666663",1256,663666,663,666,"1990","1991",1,"ISOLATED","ISOLATED",0
"763",666,1949,7,1,1,666,1,5607,400000,0,1,1,0,0,640,0,1,4.01,0,NA,0,49,0,0.001288,0.00028,0,0,1,6,0,0,0,0,0,0,0,4,4,3229,0,1,0,NA,1,NA,1,NA,1,NA,16,17,5,3,10,NA,1,2928,1,NA,1,1,1,"663666",1256,663666,663,666,"1990","1991",1,"ISOLATED","ISOLATED",0
"765",666,1995,2,1,3,666,1,340,0,0,1,1,0,0,867,0,0,4.01,1,NA,1,95,0,0.003969,0.001271,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,0,2928,0,NA,0,0,0,"663666",1256,663666,663,666,"1990","1991",1,"ISOLATED","ISOLATED",1
"767",663,1965,8,1,3,663,1,750,750,0,1,1,0,0,741,0,0,4.01,1,NA,1,65,0,0.000716,0.001651,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2951,0,NA,0,0,0,"670663",1257,663670,663,670,"1956","1956",1,"ISOLATED","ISOLATED",0
"768",670,1965,8,1,3,670,1,750,750,0,1,1,0,0,740,0,0,4.01,1,NA,1,65,0,0.001651,0.000716,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2929,0,NA,0,0,0,"663670",1257,663670,663,670,"1956","1956",1,"ISOLATED","ISOLATED",0
"769",678,1934,6,1,3,678,1,1,50,0,1,1,0,0,567,0,1,4.01,1,NA,0,34,0,0.000893,0.000534,0,0,1,6,0,0,1,1129,0,0,0,5,5,1129,1,1,1,NA,1,NA,6,NA,6,NA,20,20,8,4,NA,NA,1,2952,0,NA,0,0,0,"670678",1270,670678,670,678,"1931","1934",3,"RIVALRY","PROTO",0
"771",670,2004,7,1,3,670,1,40000,NA,0,1,1,0,0,884,0,1,4.01,1,NA,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2977,NA,NA,0,0,0,"679670",1272,670679,670,679,"1994","1998",4,"RIVALRY","PROTO",0
"772",690,1969,12,1,3,690,1,2850,2080,0,1,1,0,0,761,0,0,4.01,1,NA,1,69,0,0.001314,0.002658,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2955,0,NA,0,0,0,"670690",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"773",670,1969,12,1,3,670,1,2850,2080,0,1,1,0,0,762,0,0,4.01,1,NA,1,69,0,0.002658,0.001314,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2995,0,NA,0,0,0,"690670",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"774",680,1972,NA,1,2,680,1,182,1000,0,1,0,0,0,778,0,0,4.01,0,NA,0,72,0,0.000315,0.000397,0,0,1,6,0,0,1,1107,0,0,0,4,4,1107,0,0,0,NA,0,NA,NA,NA,NA,NA,16,16,6,1,NA,NA,NA,2969,0,NA,0,0,0,"678680",1276,678680,678,680,"1971","1979",2,"ISOLATED","ISOLATED",0
"775",698,1992,10,1,3,698,1,1875,0,0,1,1,0,0,858,0,0,4.01,1,NA,1,92,0,0.000797,0.00131,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2978,0,NA,0,0,0,"679698",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"776",679,1992,10,1,3,679,1,1250,0,0,1,1,0,0,859,0,0,4.01,1,NA,1,92,0,0.00131,0.000797,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,3032,0,NA,0,0,0,"698679",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"777",696,1971,12,1,5,696,1,90410,154656,0,1,1,NA,0,770,0,0,4.01,0,NA,0,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3022,NA,NA,0,0,0,"696696",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"778",696,1972,2,1,5,696,1,1690,24482,0,1,NA,0,0,779,0,0,4.01,0,NA,0,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3022,NA,696,0,0,0,"696696",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"779",698,1958,9,1,3,698,1,1,8146,0,0,0,0,0,686,0,0,4.01,1,NA,1,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3570,NA,NA,0,0,0,"770698",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"780",220,1897,NA,1,1,960,0,5,0,0,0,0,0,0,360,0,0,4.01,0,NA,0,97,0,0.086936,0.004948,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,NA,0,320,0,NA,0,0,0,"70220",10194,70220,70,220,"1838","1867",2,"ISOLATED","ISOLATED",0
